player,level,world,pos,tries,stars,restarts,coins,springs,ramps,chests,canBuyRamps,canBuySprings,canBuyCosmetic,offerContinue,offerDouble,offerSpring,offerStuck,offerWheel,adsWatched,flag
struggling,144,8,4,8,1,1,4856,2,0,5,169,112,yes,2,1,0,0,1,2,HOARD
struggling,145,8,5,7,1,0,4882,2,0,5,170,113,yes,2,1,0,0,0,2,HOARD
struggling,146,8,6,6,1,0,5119,2,1,6,177,118,yes,1,1,0,0,0,2,HOARD
struggling,147,8,7,6,1,0,5145,2,1,6,178,118,yes,1,1,0,0,0,1,HOARD
struggling,148,8,8,8,1,1,5171,2,1,6,180,120,yes,2,1,0,0,0,1,HOARD
struggling,149,8,9,9,1,2,5197,2,0,6,180,120,yes,2,1,0,1,0,0,HOARD
struggling,150,8,10,7,1,1,5209,2,0,6,182,120,yes,2,1,0,0,0,2,HOARD
skilled,1,1,1,1,3,0,120,0,0,0,4,2,no,0,1,0,0,0,0,
skilled,2,1,2,1,3,0,140,0,1,0,4,2,no,0,1,0,0,0,0,
skilled,3,1,3,1,3,0,175,0,1,0,5,2,no,0,1,0,0,0,0,
skilled,4,1,4,2,2,0,204,0,1,0,6,4,yes,0,1,0,0,0,0,
skilled,5,1,5,1,3,0,224,0,1,0,6,4,yes,0,1,0,0,0,0,
skilled,6,1,6,1,3,0,244,0,1,0,8,5,yes,0,1,0,0,0,0,
skilled,7,1,7,2,2,0,258,0,1,0,8,5,yes,0,1,0,0,0,0,
skilled,8,1,8,2,2,0,272,0,3,0,8,5,yes,0,1,0,0,1,0,
skilled,9,1,9,1,3,0,307,0,3,0,9,6,yes,0,1,0,0,0,0,
skilled,10,1,10,2,2,0,370,2,3,0,12,8,yes,0,1,0,0,0,1,
skilled,11,1,11,2,2,0,399,2,3,0,12,8,yes,0,1,0,0,0,0,
skilled,12,1,12,2,2,0,542,3,3,1,18,12,yes,0,1,0,0,0,1,
skilled,13,1,13,2,2,0,571,3,3,1,19,12,yes,0,1,0,0,0,0,
skilled,14,1,14,1,3,0,626,3,3,1,20,14,yes,0,1,0,0,0,0,
skilled,15,1,15,3,2,0,640,3,3,1,22,14,yes,0,1,0,0,0,0,
skilled,16,1,16,1,3,0,680,3,5,1,23,15,yes,0,1,0,0,1,1,
skilled,17,1,17,2,2,0,709,2,5,1,23,15,yes,0,1,0,0,0,0,
skilled,18,1,18,2,2,0,752,1,5,1,24,16,yes,0,1,0,0,0,1,
skilled,19,1,19,3,2,0,766,0,5,1,26,16,yes,0,1,0,0,0,0,
skilled,20,1,20,3,2,0,790,0,5,1,26,18,yes,0,1,1,0,0,0,
skilled,21,2,1,1,3,0,816,0,6,1,28,18,yes,0,1,0,0,0,0,
skilled,22,2,2,2,2,0,835,0,6,1,28,18,yes,0,1,0,0,0,0,
skilled,23,2,3,1,3,0,896,0,6,1,30,19,yes,0,1,0,0,0,0,
skilled,24,2,4,1,3,0,963,0,9,1,33,22,yes,0,1,0,0,1,2,
skilled,25,2,5,1,3,0,1180,0,10,2,40,26,yes,0,1,0,0,0,1,
skilled,26,2,6,1,3,0,1221,0,10,2,42,28,yes,0,1,0,0,0,0,
skilled,27,2,7,3,2,0,1240,0,10,2,43,28,yes,0,1,0,0,0,0,
skilled,28,2,8,2,2,0,1259,1,10,2,43,28,yes,0,1,0,0,0,0,
skilled,29,2,9,2,2,0,1278,1,10,2,43,29,yes,0,1,0,0,0,0,
skilled,30,2,10,1,3,0,1410,1,10,2,48,32,yes,0,1,0,0,0,1,
skilled,31,2,11,3,2,0,1483,1,10,2,51,33,yes,0,1,0,0,0,1,
skilled,32,2,12,3,2,0,1522,1,12,2,52,34,yes,0,1,0,0,1,1,HOARD
skilled,33,2,13,2,2,0,1556,1,12,2,52,34,yes,0,1,0,0,0,0,HOARD
skilled,34,2,14,3,2,0,1590,1,12,2,54,36,yes,0,1,0,0,0,0,HOARD
skilled,35,2,15,2,2,0,1663,1,12,2,57,37,yes,0,1,0,0,0,1,HOARD
skilled,36,2,16,2,2,0,1682,1,12,2,58,38,yes,0,1,0,0,0,0,HOARD
skilled,37,2,17,2,2,0,1716,0,12,2,58,38,yes,0,1,0,0,0,0,HOARD
skilled,38,2,18,3,2,0,1840,1,12,3,64,42,yes,0,1,1,0,0,0,HOARD
skilled,39,2,19,3,2,0,1939,0,12,3,66,44,yes,0,1,0,0,0,0,HOARD
skilled,40,2,20,2,2,0,1973,0,14,3,68,44,yes,0,1,1,0,1,1,HOARD
skilled,41,3,1,1,3,0,2052,0,14,3,71,47,yes,0,1,0,0,0,1,HOARD
skilled,42,3,2,2,2,0,2116,0,14,3,72,48,yes,0,1,0,0,0,0,HOARD
skilled,43,3,3,2,2,0,2140,0,15,3,74,48,yes,0,1,0,0,0,0,HOARD
skilled,44,3,4,1,3,0,2172,0,15,3,75,50,yes,0,1,0,0,0,0,HOARD
skilled,45,3,5,2,2,0,2196,0,16,3,75,50,yes,0,1,0,0,0,0,HOARD
skilled,46,3,6,2,2,0,2279,0,16,3,78,51,yes,0,1,0,0,0,1,HOARD
skilled,47,3,7,1,3,0,2346,0,16,3,80,54,yes,0,1,0,0,0,0,HOARD
skilled,48,3,8,1,3,0,2510,0,16,3,86,57,yes,0,1,0,0,1,2,HOARD
skilled,49,3,9,1,3,0,2542,0,16,3,88,58,yes,0,1,0,0,0,0,HOARD
skilled,50,3,10,1,3,0,2779,0,18,4,96,64,yes,0,1,0,0,0,0,HOARD
skilled,51,3,11,2,2,0,2883,0,18,4,100,66,yes,0,1,0,0,0,0,HOARD
skilled,52,3,12,2,2,0,2946,0,18,4,102,68,yes,0,1,0,0,0,1,HOARD
skilled,53,3,13,3,2,0,3029,0,18,4,104,70,yes,0,1,0,0,0,1,HOARD
skilled,54,3,14,2,2,0,3053,0,19,4,106,70,yes,0,1,0,0,0,0,HOARD
skilled,55,3,15,3,2,0,3077,0,20,4,106,71,yes,0,1,0,0,0,0,HOARD
skilled,56,3,16,2,2,0,3156,0,20,4,108,72,yes,0,1,0,0,1,0,HOARD
skilled,57,3,17,3,2,0,3120,1,20,4,108,72,yes,0,1,1,0,0,0,HOARD
skilled,58,3,18,2,2,0,3168,0,22,4,110,72,yes,0,1,0,0,0,1,HOARD
skilled,59,3,19,2,2,0,3132,0,23,4,108,72,yes,0,1,1,0,0,0,HOARD
skilled,60,3,20,2,2,0,3155,0,23,4,108,72,yes,0,1,1,0,0,1,HOARD
skilled,61,4,1,2,2,0,3184,1,23,4,110,74,yes,0,1,0,0,0,0,HOARD
skilled,62,4,2,1,3,0,3222,1,23,4,112,74,yes,0,1,0,0,0,0,HOARD
skilled,63,4,3,3,2,0,3331,1,23,4,116,76,yes,0,1,0,0,0,0,HOARD
skilled,64,4,4,1,3,0,3569,2,27,5,124,82,yes,0,1,0,0,1,1,HOARD
skilled,65,4,5,2,2,0,3613,2,27,5,126,84,yes,0,1,0,0,0,0,HOARD
skilled,66,4,6,2,2,0,3657,2,27,5,127,84,yes,0,1,0,0,0,0,HOARD
skilled,67,4,7,1,3,0,3710,2,27,5,128,85,yes,0,1,0,0,0,0,HOARD
skilled,68,4,8,2,2,0,3848,2,27,5,134,89,yes,0,1,0,0,0,1,HOARD
skilled,69,4,9,2,2,0,3877,2,28,5,134,89,yes,0,1,0,0,0,0,HOARD
skilled,70,4,10,3,2,0,3941,2,28,5,136,90,yes,0,1,0,0,0,0,HOARD
skilled,71,4,11,1,3,0,3979,2,28,5,138,92,yes,0,1,0,0,0,0,HOARD
skilled,72,4,12,3,2,0,4063,2,28,5,141,93,yes,0,1,0,0,1,0,HOARD
skilled,73,4,13,2,2,0,4156,2,28,5,144,96,yes,0,1,0,0,0,1,HOARD
skilled,74,4,14,3,2,0,4185,2,29,5,145,96,yes,0,1,0,0,0,0,HOARD
skilled,75,4,15,3,2,0,4323,2,29,5,150,100,yes,0,1,0,0,0,1,HOARD
skilled,76,4,16,3,2,0,4367,2,29,5,152,100,yes,0,1,0,0,0,0,HOARD
skilled,77,4,17,2,2,0,4411,1,29,5,154,102,yes,0,1,0,0,0,0,HOARD
skilled,78,4,18,3,2,0,4709,0,30,6,163,108,yes,0,1,0,0,0,1,HOARD
skilled,79,4,19,3,2,0,4693,0,30,6,163,108,yes,0,1,1,0,0,0,HOARD
skilled,80,4,20,3,2,0,4682,0,33,6,163,108,yes,0,1,1,0,1,1,HOARD
skilled,81,5,1,1,3,0,4787,0,33,6,166,110,yes,0,1,0,0,0,1,HOARD
skilled,82,5,2,2,2,0,4821,0,33,6,168,112,yes,0,1,0,0,0,0,HOARD
skilled,83,5,3,2,2,0,4870,0,33,6,169,113,yes,0,1,0,0,0,0,HOARD
skilled,84,5,4,1,3,0,4960,0,34,6,173,114,yes,0,1,0,0,0,1,HOARD
skilled,85,5,5,2,2,0,5063,0,34,6,176,117,yes,0,1,0,0,0,1,HOARD
skilled,86,5,6,2,2,0,5132,0,34,6,178,118,yes,0,1,0,0,0,0,HOARD
skilled,87,5,7,2,2,0,5200,0,35,6,182,120,yes,0,1,0,0,0,1,HOARD
skilled,88,5,8,3,2,0,5323,0,35,6,186,122,yes,0,1,0,0,1,1,HOARD
skilled,89,5,9,1,3,0,5368,0,35,6,187,124,yes,0,1,0,0,0,0,HOARD
skilled,90,5,10,3,2,0,5417,0,35,6,188,126,yes,0,1,0,0,0,0,HOARD
skilled,91,5,11,3,2,0,5466,0,35,6,190,127,yes,0,1,0,0,0,0,HOARD
skilled,92,5,12,2,2,0,5765,1,35,7,201,134,yes,0,1,0,0,0,0,HOARD
skilled,93,5,13,3,2,0,5859,1,35,7,204,135,yes,0,1,0,0,0,0,HOARD
skilled,94,5,14,3,2,0,5893,1,35,7,205,136,yes,0,1,0,0,0,0,HOARD
skilled,95,5,15,3,2,0,5927,2,35,7,206,136,yes,0,1,0,0,0,0,HOARD
skilled,96,5,16,4,1,1,6008,2,35,7,210,140,yes,1,1,0,0,1,0,HOARD
skilled,97,5,17,3,2,0,6116,1,35,7,212,141,yes,0,1,0,0,0,1,HOARD
skilled,98,5,18,2,2,0,6264,0,35,7,218,145,yes,0,1,0,0,0,1,HOARD
skilled,99,5,19,3,2,0,6273,0,35,7,218,145,yes,0,1,1,0,0,0,HOARD
skilled,100,5,20,2,2,0,6247,0,35,7,218,145,yes,0,1,1,0,0,0,HOARD
skilled,101,6,1,2,2,0,6316,0,35,7,219,146,yes,0,1,0,0,0,0,HOARD
skilled,102,6,2,1,3,0,6376,0,35,7,222,148,yes,0,1,0,0,0,0,HOARD
skilled,103,6,3,2,2,0,6410,1,35,7,224,148,yes,0,1,0,0,0,0,HOARD
skilled,104,6,4,3,2,0,6504,1,36,7,226,150,yes,0,1,0,0,1,0,HOARD
skilled,105,6,5,3,2,0,6572,2,36,7,229,152,yes,0,1,0,0,0,1,HOARD
skilled,106,6,6,2,2,0,6666,2,36,7,232,155,yes,0,1,0,0,0,0,HOARD
skilled,107,6,7,3,2,0,6975,2,38,8,243,162,yes,0,1,0,0,0,0,HOARD
skilled,108,6,8,2,2,0,7024,2,38,8,244,163,yes,0,1,0,0,0,0,HOARD
skilled,109,6,9,3,2,0,7058,2,39,8,246,163,yes,0,1,0,0,0,0,HOARD
skilled,110,6,10,2,2,0,7092,3,39,8,247,164,yes,0,1,0,0,0,0,HOARD
skilled,111,6,1,1,3,0,7137,3,39,8,248,164,yes,0,1,0,0,0,0,HOARD
skilled,112,6,2,3,2,0,7306,3,39,8,254,169,yes,0,1,0,0,1,0,HOARD
skilled,113,6,3,2,2,0,7340,3,39,8,256,170,yes,0,1,0,0,0,0,HOARD
skilled,114,6,4,2,2,0,7374,3,40,8,257,170,yes,0,1,0,0,0,0,HOARD
skilled,115,6,5,2,2,0,7443,3,40,8,260,173,yes,0,1,0,0,0,0,HOARD
skilled,116,6,6,2,2,0,7512,3,40,8,261,174,yes,0,1,0,0,0,0,HOARD
skilled,117,6,7,2,2,0,7581,3,40,8,264,176,yes,0,1,0,0,0,0,HOARD
skilled,118,6,8,3,2,0,7615,3,41,8,266,176,yes,0,1,0,0,0,0,HOARD
skilled,119,6,9,3,2,0,7664,3,41,8,267,177,yes,0,1,0,0,0,0,HOARD
skilled,120,6,10,3,2,0,7698,3,43,8,268,178,yes,0,1,0,0,1,0,HOARD
skilled,121,7,1,3,2,0,8047,4,43,9,281,187,yes,0,1,0,0,0,0,HOARD
skilled,122,7,2,2,2,0,8161,4,43,9,285,190,yes,0,1,0,0,0,0,HOARD
skilled,123,7,3,2,2,0,8295,4,43,9,289,192,yes,0,1,0,0,0,0,HOARD
skilled,124,7,4,2,2,0,8329,4,44,9,290,192,yes,0,1,0,0,0,0,HOARD
skilled,125,7,5,2,2,0,8363,4,44,9,292,194,yes,0,1,0,0,0,0,HOARD
skilled,126,7,6,2,2,0,8412,4,44,9,294,196,yes,0,1,0,0,0,0,HOARD
skilled,127,7,7,3,2,0,8526,4,44,9,298,198,yes,0,1,0,0,0,0,HOARD
skilled,128,7,8,2,2,0,8640,4,45,9,302,201,yes,0,1,0,0,1,0,HOARD
skilled,129,7,9,2,2,0,8708,4,45,9,303,202,yes,0,1,0,0,0,1,HOARD
skilled,130,7,10,3,2,0,8742,5,45,9,304,202,yes,0,1,0,0,0,0,HOARD
skilled,131,7,1,2,2,0,8776,5,45,9,306,204,yes,0,1,0,0,0,0,HOARD
skilled,132,7,2,1,3,0,8856,5,45,9,309,205,yes,0,1,0,0,0,0,HOARD
skilled,133,7,3,1,3,0,8981,5,45,9,313,208,yes,0,1,0,0,0,1,HOARD
skilled,134,7,4,3,2,0,9035,5,45,9,314,210,yes,0,1,0,0,0,0,HOARD
skilled,135,7,5,3,2,0,9369,5,46,10,327,218,yes,0,1,0,0,0,0,HOARD
skilled,136,7,6,2,2,0,9472,5,46,10,330,219,yes,0,1,0,0,1,1,HOARD
skilled,137,7,7,3,2,0,9521,5,46,10,332,220,yes,0,1,0,0,0,0,HOARD
skilled,138,7,8,3,2,0,9589,5,46,10,334,222,yes,0,1,0,0,0,1,HOARD
skilled,139,7,9,3,2,0,9638,5,46,10,336,224,yes,0,1,0,0,0,0,HOARD
skilled,140,7,10,2,2,0,9687,5,46,10,338,225,yes,0,1,0,0,0,0,HOARD
skilled,141,8,1,2,2,0,9756,5,46,10,340,226,yes,0,1,0,0,0,0,HOARD
skilled,142,8,2,3,2,0,9805,5,46,10,342,228,yes,0,1,0,0,0,0,HOARD
skilled,143,8,3,3,2,0,9854,5,46,10,344,229,yes,0,1,0,0,0,0,HOARD
skilled,144,8,4,2,2,0,9928,5,46,10,346,230,yes,0,1,0,0,1,0,HOARD
skilled,145,8,5,4,1,1,9954,5,47,10,346,230,yes,1,1,0,0,0,0,HOARD
skilled,146,8,6,4,1,1,10015,5,47,10,350,232,yes,1,1,0,0,0,0,HOARD
skilled,147,8,7,2,2,0,10064,5,47,10,351,233,yes,0,1,0,0,0,0,HOARD
skilled,148,8,8,3,2,0,10133,5,47,10,354,234,yes,0,1,0,0,0,0,HOARD
skilled,149,8,9,3,2,0,10202,5,47,10,356,238,yes,0,1,0,0,0,0,HOARD
skilled,150,8,10,3,2,0,10251,5,47,10,358,238,yes,0,1,0,0,0,0,HOARD
